Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Kyon Se Shuruwat Karein [Start with Why]: Mahaan Leaders Logon Ko Aage Badhne Ke Liye Prerit Kaise Karte Hain [How Great Leaders Inspire People to Move Forward],Simon Sinek,"Why are some people and organizations more inventive, pioneering and successful than others? And why are they able to repeat their success again and again?  ",-1.0,267.25,836.0,153,Personal Development & Self-Help,652.0
Lok Vyavhar,Dale Carnegie,"Dale Carnegie teaches how you can make people like you, win people over to your way of thinking and change people without causing offense or arousing resentment. He also emphasizes fundamental techniques for handling people without making them feel manipulated. Carnegie illustrates his points with anecdotes of historical figures leaders of the business world and everyday folks.",4.5,1413.0,668.0,120,Personal Development & Self-Help,588.0
The Selfish Gene,Richard Dawkins,"Richard Dawkins' brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it. His theories have helped change the whole nature of the study of social biology, and have forced thousands to rethink their beliefs about life. ",4.6,1890.0,836.0,262,Biology Books,972.0
The Art of War,Sun Tzu,"The 13 chapters of The Art of War, each devoted to one aspect of warfare, were compiled by the high-ranking Chinese military general, strategist, and philosopher Sun-Tzu. In spite of its battlefield specificity, The Art of War has found new life in the modern age, with leaders in fields as wide and far-reaching as world politics, human psychology, and corporate strategy finding valuable insight in its timeworn words. ",4.2,9162.5,333.0,86,Analysis & Strategy,67.0
Badi Soch Ka Bada Jadu [The Magic of Thinking Big],David Schwartz,"Badi Shoch Ka Bada Jadu is the Hindi translation of David J. Schwartz's best seller The Magic of Thinking Big. The author’s point of view is that thinking big is the way to success, that is, thinking positively about oneself. The main stumbling block that prevents many people from succeeding in their life is the smallness or inconsequential nature of their thoughts. Schwartz tries to prove that it is not necessary to have an inherent talent or be an intellectual for attaining success, but there is a need for a person to understand and learn the habit of behaving and thinking in ways by which he or she can reach the top. His book begins with the story of a salesman who is able to sell more, and make more money than his co-salesmen. He is not highly qualified, influential, or smarter than his friends. However, he just decides that he should sell more and eventually he achieves what he wants.",4.5,805.5,836.0,275,Personal Development & Self-Help,691.0
The Great Indian Novel,Shashi Tharoor,Reinventing yourself is harder when you don’t remember who you were. ,4.3,197.0,879.0,148,Literature & Fiction (Books),1120.0
The Great Gatsby,F. Scott Fitzgerald,"Audie Award Finalist, Classic, 2014",4.2,10655.0,501.0,150,Classic Literature,289.0
Tiny Habits: The Small Changes That Change Everything,BJ Fogg,Brought to you by Penguin. ,4.6,916.0,888.0,206,Personal Development & Self-Help,682.0
Marketing 4.0: Moving from Traditional to Digital,Philip Kotler,Marketing has changed forever - this is what comes next.,4.4,379.5,469.0,225,Textbooks & Study Guides,288.0
No Excuses!: The Power of Self-Discipline for Success in Your Life,Brian Tracy,"Most people think success comes from good luck or enormous talent, but many successful people achieve their accomplishments in a simpler way: through self-discipline. Brian Tracy knows this firsthand. He didn’t graduate from high school, and after working for a few years as a laborer, he realized he had limited skills and a limited future. But through the power of self-discipline, he changed his life, achieving success in sales and marketing, investing, real-estate development, and management consulting. He has consulted to more than 1,000 companies, given motivational speeches and seminars to more than four million people in 40 countries, and written 45 books.",4.5,880.5,820.0,127,Analysis & Strategy,411.0
H.G. Wells: The Science Fiction Collection,H. G. Wells,"He’s often been called the father of science fiction. Now, listen to H. G. Wells’ five science fiction novels in one definitive collection. Introduced by film director and H. G. Wells fanboy Eli Roth, the collection features unabridged recordings of the novels performed by Hugh Bonneville, Jason Isaacs, Sophie Okonedo, David Tennant and Alexander Vlahos.",-1.0,267.25,1898.0,237,Science Fiction (Books),1635.0
Rebecca,Daphne Du Maurier,Exclusively from Audible ,4.5,2945.0,873.0,559,"Crime, Thriller & Mystery (Books)",886.0
How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Blasting clichéd career advice, the contrarian pundit and creator of Dilbert recounts the humorous ups and downs of his career, revealing the outsized role of luck in our lives and how best to play the system.",4.6,1786.5,879.0,666,ess Careers,528.0
Das Think Like a Monk-Prinzip: Finde innere Ruhe und Kraft für ein erfülltes und sinnvolles Leben,Jay Shetty,"Als er gerade frisch von der Wirtschaftshochschule kommt, wendet sich der gebürtige Londoner Jay Shetty von der Welt der Anzüge und Büros ab, rasiert seinen Kopf und wird Mönch. Nach drei Jahren in Indien folgt er seinem Gefühl nach der eigenen Berufung und kehrt zurück, um das, was er gelernt hat, auf überzeugende Weise - aktiv, dynamisch, unterhaltsam, zugänglich - mit der Welt, aus der er gekommen war, zu teilen. Es gelingt: Heute folgen ihm über 32 Millionen Menschen in den sozialen Medien.",-1.0,267.25,703.0,115,Personal Development & Self-Help,694.0
The Personal MBA: Master the Art of Business,Josh Kaufman," Audie Award Nominee, Business and Educational, 2013",4.5,1497.0,836.0,177,ess Careers,925.0
The Da Vinci Code,Dan Brown,"A murder in the silent, late night halls of the Louvre reveals a sinister plot to uncover a secret that has been protected by a clandestine society since the days of Christ. The victim is a high-ranking agent of this ancient society who, in the moments before his death, manages to leave gruesome clues at the scene that only his cryptographer daughter and her symbologist friend can untangle. The duo becomes both suspects and detectives searching not only for the murderer, but also the stunning secret he was charged to protect.",4.7,3829.0,1435.0,162,"Crime, Thriller & Mystery (Books)",999.0
F*cking History: 111 Lessons You Should Have Learned in School,The Captain,"History that doesn't suck: Smart, crude, and hilariously relevant to modern life.",5.0,183.5,754.0,152,Family & Relationships,247.0
Harvard Business Review Manager's Handbook: The 17 Skills Leaders Need to Stand Out,Harvard Business Review,The one primer you need to develop your managerial and leadership skills. ,4.7,143.0,668.0,137,Leadership,581.0
Educated,Tara Westover,Brought to you by Penguin. ,4.7,19556.0,888.0,107,Family & Relationships,730.0
The Girl with a Plan: Love in Times of Tinder,Shanaya Taneja,"What happens when a hot girl moves in as your new neighbour? Varun is blown away by his new neighbour Shanaya. He plans to get her interested in him, but before he can say anything, Shanaya invites him over to help her move in. It does not take long before the sensual tension between them leads them into being naughty between the sheets. Varun’s plan had worked just as he thought, but soon he was to find out how wrong he was.",2.5,7.0,0.0,14,Adult Collections & Anthologies,22.0
Jaya: A Retelling of the Mahabharata,Devdutt Pattanaik,"Jaya: A Retelling of the Mahabharata has the whole epic, which was originally known as Jaya, condensed into a tiny capsule in this book. Other than retelling the interesting parts of the Mahabharata, what makes this book a favourite among audiences is Pattanaik's rendering of the various local folklores and tales that are associated with the epic, which have been presented in a whole new genre. With a master stroke, the author has elaborated the storyline by including lesser-known folklore stories of the epic, while keeping intact its original form and style. ",4.5,1331.5,879.0,110,Fairy Tale Fantasy,523.0
The Order of Time: Narrated by Benedict Cumberbatch,Carlo Rovelli,Winner of the Specsavers Audiobook of the Year 2018.  ,4.5,934.5,615.0,543,Popular Culture Studies,258.0
"Asura (Hindi Edition): Parajiton ki gatha, Ravana va uski praja ki kahani",Anand Neelkantan,"The story of Ravana and his people has been told innumerable times. This is the Hindi translation of the number one national best seller. This saga is of victory and defeat - a story that has been tainted by India's oppressed and exploited caste for 3,000 years. Unlike the Ramayana, the story of Ravana has never been told so far. But now it's time to speak for the dead and the defeated.",2.0,1.0,1171.0,293,Historical Fiction (Books),1266.0
"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King,"The Sunday Times best seller - over 100,000 copies sold. ",4.7,4492.5,633.0,292,Personal Development & Self-Help,250.0
Why I Am an Atheist and Other Works,Bhagat Singh,"Bhagat Singh is a name that became synonymous with revolution in India’s struggle for Independence. This young boy brought about a change in the way people thought about freedom. He was well read and fought extensively for rights – his own, his comrades’ and his countrymen’s.",4.5,324.5,501.0,537,Asian History (Books),180.0
Diary of a Young Girl,Anne Frank,Brought to you by Penguin.,4.5,3322.0,888.0,192,Historical Biographies,608.0
Atlas Shrugged,Ayn Rand,"In defense of those greatest of human qualities that have made civilization possible, one man sets out to show what would happen to the world if all the heroes of innovation and industry went on strike. Is he a destroyer or a liberator? And why does he fight his hardest battle not against his enemies but against the woman he loves?",4.3,5386.5,1406.0,141,Classic Literature,3776.0
