Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
Atlas Shrugged,Ayn Rand,4.3,5386.5,1406.0,141,Classic Literature,3776.0,in defense greatest human quality made civilization possible one man set show would happen world hero innovation industry went strike is destroyer liberator and fight hardest battle enemy woman love,3
What Got You Here Won't Get You There: How Successful People Become Even More Successful,Marshall Goldsmith,4.4,785.0,668.0,179,ess Management,476.0,marshall goldsmith expert helping global leader overcome sometimes unconscious annoying habit attain higher level success his coaching come price tag but book get marshall great advice without hefty fee,3
An Era of Darkness: The British Empire in India,Shashi Tharoor,4.5,1142.5,836.0,175,Political Structure & Processes,746.0,in american historian philosopher will durant wrote britain conscious deliberate bleeding india greatest crime history he one denounce rapacity cruelty british rule assessment exaggerated almost million indian died act commission omission british famine epidemic communal riot wholesale slaughter like reprisal killing war independence amritsar massacre besides death indian british rule impoverished india manner beggar belief when east india company took control country chaos ensued collapse mughal empire india share world gdp per cent when british left per cent,3
The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,4.5,2845.0,1172.0,160,Personal Success,324.0,this audiobook busy people if want less plate life career tune wall street journal best seller the one thing the surprisingly simple truth behind extraordinary result the one thing bring life work focus author gary keller jay papasan teach trick cut clutter achieve better result less time dial stress master matter unabridged version includes,3
The Forest of Enchantments,Chitra Banerjee Divakaruni,4.5,595.0,836.0,188,Classic Literature,765.0,the ramayana one world greatest epic also tragic love story in brilliant retelling chitra banerjee divakaruni place sita centre novel sita version the forest enchantment also human story woman epic often misunderstood relegated margin kaikeyi surpanakha mandodari a powerful comment duty betrayal infidelity honour also woman struggle retain autonomy world privilege men chitra transforms ancient story gripping contemporary battle will while ramayana resonates even today make relevant ever underlying question novel how woman treated loved one what right relationship when woman need stand say,2
The Complete Works of Swami Vivekananda: Volume 1,Swami Vivekananda,4.4,60.0,836.0,780,duism (Books),1080.0,what hinduism needed amidst general disintegration modern era rock could lie anchor authoritative utterance might recognize self and given word writing swami vivekananda,3
Honor Yourself,Diddy,-1.0,267.25,0.0,32,Sleep Disorders,25.0,in meditation created exclusively help sleep legend entrepreneur diddy confidently guide relaxing reassuring meditation designed help slow find inner peace,3
The Mastery Manual (Hindi): A Life-Changing Guide for Personal and Professional Greatness,Robin Sharma,4.4,18.0,501.0,444,Personal Development & Self-Help,291.0,this book guide personal professional contentment the mastery manual packed useful idea practice get great height quickly the book includes section help take business life next level the book teach listener reflect working living well commit making correction get better it tell listener think need happen day order sense lived completely happily,3
Pride and Prejudice,Jane Austen,-1.0,267.25,836.0,128,Historical Fiction (Books),695.0,one jane austen beloved work pride prejudice vividly brought life academy award nominee rosamund pike gone girl in bright energetic performance british classic expertly capture austen signature wit tone her attention detail literary background performance feature film version novel provide perfect foundation convey story elizabeth bennet four sister inimitable darcy,3
"Guns, Germs and Steel: The Fate of Human Societies",Jared Diamond,4.4,2786.0,1256.0,183,Human Geography,980.0,pulitzer prize general nonfiction,1
"How to Day Trade for a Living: A Beginner's Guide to Trading Tools and Tactics, Money Management, Discipline and Trading Psychology",Andrew Aziz,4.4,3587.0,668.0,207,Analysis & Strategy,416.0,very career offer freedom flexibility income day trading a day trader live work anywhere world you decide work work you answer that life successful day trader many people aspire succeed,3
"Trading for a Living: Psychology, Trading Tactics, Money Management",Alexander Elder,4.4,197.0,445.0,210,Textbooks & Study Guides,178.0,trading living help master,3
"Explicit Erotic Sex Stories: Gangbangs, Threesomes, Anal Sex, MILFs, BDSM, Rough Forbidden Adult, Taboo Collection",Cassidy Johnson,-1.0,267.25,668.0,290,BDSM Erotica,324.0,do like hot erotica short book sexy love story you find gangbangs threesome anal sex milfs bdsm rough sex much then audiobook get audiobook start listening,3
"You Can Heal Your Life (Unabridged, Adapted for Audio)",Louise L. Hay,4.6,1861.0,586.0,170,Family & Relationships,299.0,louise show changing thinking really heal life,3
Super Thinking: Upgrade Your Reasoning and Make Better Decisions with Mental Models,Gabriel Weinberg,4.4,216.0,820.0,215,Creativity,757.0,you want make better decision you want right time professionally personally however right consistently hard problem world complex evolving place how navigate complexity,3
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,4.3,1682.0,837.0,272,Analysis & Strategy,539.0,you break ice melt away new skill king,3
A New Earth: Awakening Your Life's Purpose,Eckhart Tolle,4.7,5175.5,1131.0,347,"d, Body & Spirit",552.0,building astonishing success the power now eckhart tolle present listener honest look current state humanity he implores u see accept state based erroneous identification egoic mind one dangerous insanity,3
Nirmala (Hindi Edition),Munshi Premchand,4.4,482.0,836.0,121,Classic Fiction (Books),351.0,a young girl forced marry widower father age three son former wife the plot unfolds reveal husband suspicion relationship eldest stepson suspicion lead death many family member destroys family,3
Panchatantra,Pandit Vishnu Sharma,4.0,77.0,668.0,467,Children's Traditional Stories (Books),451.0,the oldest surviving collection india fable panchatantra probably written around bc great hindu scholar pandit vishnu sharma,3
Rich Dad's Cashflow Quadrant: Guide to Financial Freedom,Robert T. Kiyosaki,4.6,1681.0,837.0,682,ess & Economics,528.0,rich dad cashflow quadrant reveals people work less earn pay less tax learn become financially free have ever asked,3
MBA Kiye Bina Seekhen Business Ke Hunar [Learn Business Skills Without Getting an MBA],Josh Kaufman,4.4,94.0,1003.0,368,Textbooks & Study Guides,1157.0,doing mba expensive proposition today world according author every elite institution offer outdated education regarding statement powerpoint presentation after two year poring sanitized case study student shuffled middle management find business really work business author josh kaufman made living distilling core principle business delivering quickly concisely people stage career alternate pursuing expensive cumbersome business degree,3
The Psychology of Selling: The Art of Closing Sales,Brian Tracy,4.5,477.0,1439.0,234,Textbooks & Study Guides,319.0,with brian tracy the psychology selling learn program success,3
Men Without Women,Haruki Murakami,4.2,896.5,558.0,339,Literary Fiction,456.0,across seven tale haruki murakami brings power observation bear life men way find alone here vanishing cat smoky bar lonely heart mysterious woman baseball beatles woven together tell story speak u,2
Ashwathama,Ashutosh Garg,3.95,173.5,668.0,208,"Myths, Legends & Sagas",420.0,it irony fate despite extremely important immortal character saga mahabharata ashwatthama always neglected there character puranic literature including ashwatthama considered immortal but character received immortality form boon ashwatthama received form curse,3
"Dont Lose Out, Work Out!",Rujuta Diwekar,-1.0,267.25,668.0,516,Anthologies (Books),474.0,with people realizing need exercise gym cropping every nook corner road occupied recreational runner yoga school enviable waiting list but along grown number injury disillusionment getting this lead fad it exact place five year ago rujuta wrote first book do lose your mind lose your weight the basic problem complete lack understanding exercise work make work,3
"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Jimmy Moore,4.7,5607.5,668.0,201,History (Books),456.0,thousand book written latest greatest diet help people lose weight improve health but key element successful nutritional health program method people thought yet could revolutionary taking health next level this ancient secret fasting,3
"The Courage to Be Disliked : How to Free Yourself, Change Your Life and Achieve Real Happiness",Fumitake Koga,4.5,1107.5,1063.0,448,Personal Success,410.0,the japanese phenomenon teach u simple yet profound lesson required liberate real self find lasting happiness,3
Flirting with Stocks: Stock Market Investing for Beginners,Anil Lamba,4.3,181.0,501.0,204,Textbooks & Study Guides,250.0,is important buy good share buy right time to rephrase buy good share time buy share good time,3
Midnights with The Mystic: A Little Guide to Freedom and Bliss,Cheryl Simone,4.5,280.0,703.0,317,"d, Body & Spirit",414.0,constructed around series late night conversation around camp fire cheryl simone sadhguru vasudev island middle western north carolina lake near mountain home midnight mystic thorough exposition teaching india sought mystic,3
The Thirteen Principal Upanishads,uncredited,-1.0,267.25,596.0,464,Religion & Spirituality (Books),672.0,upanishad mankind oldest work philosophy predating earliest greek philosophy they concluding part veda ancient indian sacred literature mark culmination tradition speculative thought first expressed year ago,3
The Fault in Our Stars,John Green,4.5,43847.0,670.0,299,g for Teens,434.0,audie award nominee best teen category,1
The Secret of Secrets: The Secret of the Golden Flower,Osho,4.6,36.0,516.0,679,Judaism (Books),3212.0,this series talk one esoteric treatise world it show way become body way bloom remain seed become golden flower what india call one lotus china call golden flower it symbol represents perfection totality moreover flower represents actualization potential beauty grandeur splendor,3
